Loudness,alphaRatio,hammarbergIndex,slope0-500,slope500-1500,spectralFlux,mfcc_coeff1,mfcc_coeff2,mfcc_coeff3,mfcc_coeff4,F0_semitone_From27.5Hz,jitter_local,shimmer_local_dB,HNRdBACF,logRelF0-H1-H2,logRelF0-H1-A3,F1_frequency,F1_bandwidth,F1_amplitudeLogRelF0,F2_frequency,F2_bandwidth,F2_amplitudeLogRelF0,F3_frequency,F3_bandwidth,F3_amplitudeLogRelF0
3.1020637,-0.1534062,0.22968024,-1.2120631,-0.12182863,3.0190895,0.24788523,0.23120573,3.7546704,1.0484806,1.1260612,-0.31960312,1.9421242,0.33996665,0.2673889,0.17517342,0.3454163,1.5449334,0.33166325,1.5545906,0.38471055,-0.016527586,1.8385065,1.2434479,0.28870326
3.631374,0.05948794,0.071900845,-1.2585913,-0.027992506,2.4067457,0.18601322,-0.07153013,4.008606,0.84877515,1.1316962,0.72746754,1.5054245,0.4421145,0.2729909,0.13605763,0.34515476,1.6483939,0.31806257,1.5364296,0.34776002,-0.0491926,1.8348604,1.2284257,0.27208537
3.4035256,0.037845194,0.13186574,-1.4229124,-0.08564903,1.8391149,0.28491962,-0.18193075,3.9686525,0.6500008,1.1276629,0.6229277,0.8533708,0.5229664,0.359881,0.16337295,0.36323357,1.6174717,0.2940487,1.5506252,0.28610197,-0.062143974,1.8418363,1.2268716,0.24879557
2.9669352,-0.050650716,0.21726781,-1.5888319,0.06993531,1.635007,0.2786764,-0.063260466,3.7660925,0.70964867,1.1347985,0.26616007,0.7255063,0.60334444,0.53422326,0.25611216,0.517946,1.6822172,0.26339704,1.601617,0.3354819,-0.07615297,1.8972142,1.2193103,0.23001772
2.5888948,-0.19211113,0.29199386,-1.7611859,0.04352657,1.5216329,0.26666796,0.14882329,3.6854346,0.81983036,1.1461105,0.119185805,0.82601106,0.60381097,0.6347486,0.30036032,0.5107127,1.5564836,0.22525972,1.5779932,0.28932488,-0.09222,1.8597617,1.1513005,0.21180147
2.2636383,-0.2894461,0.36392963,-1.5446017,0.09304403,1.2848939,0.258435,0.44679436,3.744033,0.92783725,1.1503001,0.1332682,0.7557306,0.46011204,0.60057086,0.3310399,0.5640056,1.3793097,0.2350257,1.6444355,0.12365517,-0.1287356,1.8971672,1.0839186,0.1961723
2.0815923,-0.30714804,0.34935892,-1.239264,0.015553277,0.99068695,0.19016314,0.7798592,3.913762,0.78206223,1.1407781,0.17451769,0.6670476,0.25710666,0.40327832,0.28418815,0.3444493,1.2265165,0.31886703,1.576363,-0.051522765,-0.15183479,1.7939465,1.0731645,0.194992
1.828449,-0.29222292,0.31679803,-1.1319783,0.029262047,1.0371146,0.13213551,0.91556,4.026671,0.8202139,1.1372186,0.20866832,0.55803645,0.15838204,0.20720139,0.3156637,0.34925926,1.3544081,-0.755501,1.6388935,0.04478761,-1.058276,1.8305453,1.2006629,-0.7691069
1.5068344,-0.3345642,0.3694839,-1.3833823,0.17441271,1.1637666,0.032114618,0.98594296,4.0619645,0.9723979,-0.589736,-0.29070324,-0.4646238,-0.4707683,-0.41811153,-0.5129682,0.34797302,1.3879651,-1.806661,1.6360162,0.074288934,-1.881607,1.850039,1.2059698,-1.8434033
1.1203505,-0.47813225,0.49756128,-1.6919065,-0.018799443,1.1607454,0.04337918,1.1932929,3.9167118,1.0508231,-0.58975387,-0.2982065,-0.4661348,-0.46981975,-0.3990362,-0.5110413,0.2797642,1.3188332,-2.8612695,1.596304,-0.066577405,-2.866567,1.8609456,1.054183,-2.8447556
0.8720702,-0.47918504,0.5266562,-1.812001,-0.15335162,0.9483719,-0.010048039,1.3429193,3.7452445,1.0994813,-0.5904069,-0.3066106,-0.46096152,-0.46981367,-0.40442327,-0.50841606,0.25208578,1.2498851,-2.8503127,1.5538656,-0.10182226,-2.8590205,1.8556237,0.91237503,-2.842338
0.83605254,-0.27255863,0.3402804,-1.9286548,-0.053652246,0.6949956,-0.23509586,1.3091799,3.6745918,1.0589334,-0.5886984,-0.3037813,-0.46165663,-0.47219464,-0.4065083,-0.5101913,0.43293476,1.3318725,-2.8477027,1.6278008,0.070842415,-2.8544366,1.8787168,1.1175756,-2.8440828
0.83137286,-0.08536485,0.17670965,-1.8003056,-0.092234805,0.61551136,-0.33330107,1.1489422,3.4588482,1.0310148,-0.5911044,-0.30064848,-0.4661223,-0.46715745,-0.4060969,-0.5073174,0.55280745,1.3129413,-2.8509357,1.6369176,0.17978805,-2.8578217,1.9083915,1.1484898,-2.8481317
0.7958234,-0.0949655,0.18971413,-1.7670772,-0.51669395,0.54887927,-0.14819324,0.92137337,3.1270278,0.77568644,-0.58812714,-0.30060235,-0.46665388,-0.4724894,-0.40530583,-0.5112611,0.65462106,1.3530622,-2.7657752,1.6515146,0.29129487,-2.7739036,1.9109011,1.1803904,-2.77069
0.93550324,-0.21396385,0.2951839,-1.3574431,-1.0001992,0.6115146,0.13524461,0.67741275,2.736921,0.44361877,-0.50972384,-0.30566028,-0.4521271,-0.44507784,-0.2553483,-0.5137861,0.4727754,1.308785,-1.702637,1.5587515,0.30878058,-1.7482005,1.8692843,1.1839592,-1.7139548
1.2382294,-0.2677375,0.3566534,-1.3512793,-1.1133112,0.8062332,0.26513922,0.44217548,2.5008016,0.2816136,1.2607049,-0.29419312,-0.46675307,0.38844255,1.1563104,0.3996135,0.50782865,1.3946115,-0.35174966,1.5520359,0.51186657,-0.47938126,1.8802633,1.1635649,-0.38694614
1.571204,-0.35079873,0.46657282,-1.2832642,-1.177103,1.0802743,0.3713441,0.23297745,2.0532966,0.39110863,1.2728114,-0.27948406,-0.30784476,0.40149292,0.9226699,0.38770378,0.5029806,1.3137788,0.25300866,1.521284,0.5468647,0.12528998,1.8351694,1.19147,0.17796749
2.1360564,-0.41174433,0.5688397,-1.210525,-1.3831916,1.4977131,0.44503367,0.1082454,1.6392467,0.5264843,1.2761269,-0.26110986,2.2686272,0.39461863,0.7424931,0.45688123,0.5212094,1.4303517,0.24460015,1.5250465,0.736131,0.17354554,1.8212109,1.2092532,0.17090112
2.7150679,-0.33466,0.53324896,-0.7996956,-1.4748733,1.6396713,0.5909109,-0.15925168,1.3699992,0.6289745,1.2987216,0.60782707,2.1935687,0.36284697,0.7706782,0.63447636,0.51049334,1.2891945,0.2267977,1.459971,0.70283884,0.169411,1.7713147,1.0945665,0.14569145
3.012547,-0.28127897,0.50325245,-0.660667,-1.450447,1.834268,0.7449584,-0.40935957,1.3751441,0.9355436,1.3381286,0.4739249,1.7563789,0.5157907,0.9454189,0.93847376,0.5135528,1.234459,0.21430898,1.410917,0.72351974,0.113688536,1.7402495,0.9690135,0.091271035
2.5200434,-0.60317606,0.7480919,-1.1319134,-0.8947188,2.2471173,0.9817065,-0.25339648,1.5046662,1.4563009,1.3922567,0.5165564,1.4493402,0.74341613,1.1602666,1.2057971,0.44083595,1.3254374,0.2469989,1.3506061,0.7728547,0.11908824,1.7079624,0.8945207,0.052128844
1.8157084,-1.0086393,1.0446869,-1.6007442,-0.0571944,2.118152,1.2629654,0.017865732,1.5371286,2.2006693,1.4372977,0.8651401,1.2290837,0.89662284,1.4282688,1.4248844,1.0112087,1.3706228,0.2284936,1.6582435,0.8831711,0.1665011,1.9299432,0.9732693,0.021896772
1.4053625,-1.0941783,1.2136166,-1.6635568,0.70409244,1.7591951,1.5491147,-0.030665874,1.1383768,2.8711755,1.4586694,0.9426035,0.86964095,0.9056169,1.6783495,1.7168074,1.8845385,1.3087637,0.20139396,2.122966,1.1647763,0.20863539,2.3527703,1.1946359,-0.057215996
1.8554869,-0.55001587,1.313572,-1.2776349,0.6958136,1.6379299,1.7868031,-0.67682326,0.56612,2.9292338,1.4790336,1.0199952,0.64082754,1.0065144,1.8802664,1.709714,2.3635292,1.3590007,0.18091387,2.3107955,1.5912126,0.22129124,2.450147,1.5757382,-0.070560165
2.3937361,-0.051211715,1.3873918,-0.9782266,0.43382815,2.0300548,1.9988569,-1.2450862,0.11321351,2.851779,1.4853482,0.924244,0.8998345,1.1324129,2.0256908,1.5990344,1.8838367,1.7817553,0.17011309,1.8405902,1.7076349,0.29731637,2.1059504,1.5714908,-0.036540456
2.6503851,0.10954228,1.4752573,-0.9719539,0.38592187,2.0896673,2.1501367,-1.474473,-0.1087977,2.8023295,1.4925729,0.65941906,0.96731484,1.2491403,2.0657132,1.7226002,1.8961775,1.8914498,0.14316392,1.7593628,1.7185109,0.31012422,2.0638561,1.4865974,-0.06706054
2.4620252,0.04219374,1.5853231,-0.8522735,0.32181993,1.7975487,2.2178779,-1.3575833,-0.1326699,2.7731216,1.5043235,0.29695636,0.71272564,1.3925538,1.9616138,1.8390365,2.0346167,1.8288288,0.11805857,1.8059169,1.7365729,0.2739616,2.160357,1.548135,-0.0943845
2.084807,-0.19553629,1.660355,-0.6952485,0.34211645,1.5680988,2.2067723,-1.0332441,-0.079671055,2.771791,1.508671,0.052563105,0.52373576,1.528594,1.8446003,1.8899298,1.7931626,1.9089531,0.11461485,1.7355202,1.6080326,0.21655029,2.1978447,1.5214782,-0.120497175
1.6933795,-0.52152795,1.5457202,-0.64891523,0.5422601,1.4676659,2.1181843,-0.7425852,0.29112837,2.8788157,1.5161866,-0.03761215,0.61386645,1.6422344,1.7518969,1.808098,1.0384562,2.0739758,0.20097566,1.4980036,1.3751552,0.13740331,2.0007849,1.3381822,-0.08819801
1.3613424,-0.9720636,1.4452893,-0.7803458,0.8214542,1.2817323,2.0318608,-0.27946448,0.7306303,3.0352511,1.510629,0.060611907,0.7866541,1.6840056,1.674357,1.8467609,0.38965815,1.9105265,0.2868343,1.264469,1.0443642,0.05384011,1.8411814,0.84851164,-0.06681151
1.0796299,-1.3781036,1.486125,-0.92660475,0.9300913,0.8863457,1.9664179,0.26522085,1.184926,2.9900641,1.5060854,0.1955308,0.5970541,1.6691945,1.599357,2.093285,1.1852834,1.6594794,0.20513278,1.7858995,0.9799248,-0.009542637,2.1808555,0.7718274,-0.12879556
0.9527718,-1.6591696,1.4909523,-0.8785084,0.8261112,0.5579865,1.9955319,0.56103337,1.528884,2.7840347,1.4820266,0.2384372,0.20593761,1.5995739,1.5137881,1.8788356,1.1868752,1.5386974,0.17669636,1.8154672,1.0023102,-0.032391004,2.1183038,0.74325764,-0.08700115
0.878682,-1.7684528,1.4324368,-0.9756988,0.7861315,0.35214245,1.9644634,0.6608287,1.7582464,2.5428822,1.4541123,0.07650721,-0.13281976,1.3270028,1.4144082,1.8689464,1.9076822,1.6359919,0.08554784,2.0636468,1.2590377,0.017260142,2.3976793,0.92903304,-0.111311264
0.8779898,-1.7410574,1.3608744,-0.8857083,0.69771665,0.31139207,1.9114301,0.6563647,1.8656791,2.3639905,1.4342089,0.0032553114,-0.1650563,0.85330117,1.1805664,1.1654512,1.0402732,1.555367,0.16755962,1.6115187,1.4120277,0.067544885,1.9383706,0.85290396,0.030723982
0.9906244,-1.6639295,1.3668122,-0.8770399,0.5305065,0.47331923,1.8268616,0.5459335,1.8421016,2.1189594,1.4138131,0.07877351,-0.19726853,0.5601364,0.8675549,0.79784167,0.95339054,1.6023581,0.2143924,1.6045071,1.3340499,0.13232464,1.9730954,0.90451336,0.08721613
1.6910622,-1.1852664,1.1410037,-0.75401545,-0.055943448,1.5599716,1.6793863,-0.11851972,1.7751455,1.4611173,1.3813477,0.032842685,-0.22817726,0.5882215,0.4606488,0.44208145,0.41764936,1.5393821,0.26610565,1.3594949,1.1143447,0.20244461,1.731642,0.8531451,0.14839381
2.5551963,-0.61540866,0.8165387,-0.9009699,-0.8719911,2.294926,1.45968,-0.8925464,1.6036117,0.57255274,1.3661447,0.32099435,0.31523132,0.7452766,0.12998298,0.4026358,0.45074284,1.3706697,0.24893272,1.3433791,0.87003976,0.24174553,1.7863022,0.8034361,0.14352804
3.337315,-0.25011924,0.5985469,-1.1323082,-1.3345096,2.609731,1.3010594,-1.4733377,1.2696794,-0.13147138,1.3567221,0.7719528,0.6798841,0.86059105,0.04136667,0.4731385,0.5682339,1.2217315,0.21731704,1.4012542,0.81031394,0.26404315,1.8174759,0.8648006,0.11418193
3.4629405,-0.20902598,0.6412981,-1.2453935,-1.2108356,1.8544409,1.22396,-1.4869283,0.8381473,-0.3185058,1.3485322,0.8174667,0.60091317,0.94008625,0.06442586,0.5946877,0.64538044,1.2333025,0.18496516,1.4074042,0.9539639,0.274674,1.7993523,1.0412853,0.09799432
3.4450862,-0.22723174,0.6852017,-1.1907284,-0.97535133,1.306337,1.1998278,-1.3666532,0.54208827,-0.2858268,1.3449128,0.4566827,0.18900476,0.9740746,0.08771459,0.62659144,0.66121477,1.3081075,0.22192982,1.3960314,1.150828,0.28808147,1.7645651,1.2281647,0.103524975
3.3867588,-0.17674363,0.7459355,-1.2284222,-0.7064868,1.1281497,1.141219,-1.2264214,0.3548259,-0.10343258,1.3432446,0.16354144,0.056065314,1.0161859,0.17282799,0.6411379,0.65085036,1.406977,0.22828609,1.3823837,1.219667,0.30377585,1.7559375,1.3210533,0.113163464
3.332892,-0.172575,0.8124286,-1.3470608,-0.6337149,1.0467181,1.0587747,-1.0225767,0.19625464,0.046059113,1.3559207,0.06147263,0.040495865,1.064019,0.25886282,0.6518873,0.60474783,1.3409253,0.22560614,1.3191737,1.1295462,0.294645,1.7351133,1.2702727,0.1125484
3.2907927,-0.18526429,0.79177713,-1.4101275,-0.67368066,1.0371994,1.0341777,-0.925347,0.13714287,-0.04935171,1.3713411,0.00891817,0.027249029,1.0610036,0.3691692,0.64259404,0.6058232,1.3584768,0.22937858,1.298474,1.1591871,0.27805573,1.7343079,1.209517,0.11168485
3.2831924,-0.22418118,0.8106238,-1.3288033,-0.7082089,0.9906763,1.0414459,-0.8382852,0.096205324,-0.19985582,1.3763647,-0.02416462,0.056399338,0.84562474,0.4197379,0.628863,0.6223543,1.332452,0.21597433,1.3033324,1.2090408,0.25214237,1.7186445,1.2068655,0.09278404
3.3066711,-0.29791895,0.8033185,-1.156401,-0.775197,0.94589216,1.0448169,-0.7789,-0.010881573,-0.41093117,1.3681964,-0.019912478,0.072844975,0.41075975,0.38725093,0.5506008,0.6380386,1.3544265,0.18986848,1.2906138,1.2790829,0.23731929,1.6843407,1.1508029,0.0814923
3.3168519,-0.36793828,0.886018,-0.9413894,-0.8865553,1.1076679,1.126618,-0.772097,-0.01194334,-0.5878632,1.3833735,-0.08784068,0.06121563,0.13132541,0.27009115,0.47149515,0.6045308,1.355277,-0.840167,1.2587942,1.2957464,-0.771341,1.6928011,1.072391,-0.87214714
3.3686996,-0.38383037,0.8860525,-0.6785195,-0.9419656,1.5155132,1.1778358,-0.71520317,0.13582918,-0.831895,-0.59382653,-0.29209223,-0.47295523,-0.48104134,-0.41673163,-0.49667192,0.56461346,1.3577491,-1.7885841,1.2467538,1.2141736,-1.8319565,1.6939992,0.9909914,-1.8614072
3.3428202,-0.35428077,0.7717293,-0.6846102,-0.73809123,2.4409497,0.9761535,-0.5766687,0.54857445,-0.76834327,-0.5886961,-0.29311746,-0.46682107,-0.47428772,-0.41216877,-0.5085528,0.48586088,1.4336978,-2.8323777,1.2208595,1.1592462,-2.8344896,1.6974689,0.789741,-2.8320665
3.0778174,-0.08780098,0.4379968,-1.0993483,-0.3394697,3.1707768,0.29992366,-0.23714404,0.99364245,-0.48972428,-0.58594286,-0.29984334,-0.46841168,-0.4739969,-0.40402266,-0.5097698,1.1078585,1.2648094,-2.847918,1.6171619,1.0133437,-2.851082,1.9224278,0.7459329,-2.8472748
2.8977914,0.58901453,-0.12546152,-1.5674281,0.28089604,3.3328025,-0.6756145,-0.035568766,1.1738499,-0.019254882,-0.5871383,-0.2959376,-0.46632296,-0.47145548,-0.4068329,-0.5095719,1.3858287,1.1655083,-2.8492534,1.7389629,1.0288293,-2.8444796,1.9762228,1.0330005,-2.8470867
2.7507455,1.6089681,-0.984724,-1.249054,0.6761818,2.7287054,-1.6053443,-0.061189473,1.1828793,-0.27350807,-0.58653533,-0.29966208,-0.47230804,-0.46999136,-0.406064,-0.50792897,1.7665417,0.6342953,-2.8522055,2.0077417,1.2255064,-2.8459117,2.070943,1.4740956,-2.84616
2.5704653,2.3809206,-1.3715626,-0.47889802,1.2505677,1.9152129,-2.179335,-0.5392701,0.83676136,-0.3396691,-0.5864899,-0.2950502,-0.47635067,-0.47083607,-0.40963873,-0.5070857,1.2904743,0.39817238,-2.8499157,1.8657919,1.3889332,-2.848011,1.9638739,1.6711009,-2.8455703
2.330614,2.7328262,-1.4713348,-0.10712989,1.458975,1.3767213,-2.4858115,-0.73062027,0.8015431,-0.40857518,-0.588801,-0.29462627,-0.470043,-0.47154447,-0.40510586,-0.50719607,1.1735048,0.21034624,-2.8523493,1.9766065,1.3816605,-2.8429472,2.0073395,1.7692864,-2.8404574
2.004705,2.8924706,-1.292757,-0.3923976,1.7908134,1.0422964,-2.7060528,-0.90681887,0.86512697,-0.115358874,-0.58666235,-0.29606128,-0.46895725,-0.4732547,-0.40393624,-0.50613654,1.0290046,0.18497677,-2.850715,2.0044417,1.3913549,-2.8467102,1.9899665,1.8317773,-2.8446314
1.7520473,2.9302163,-1.1229167,-0.30601057,1.9823227,0.8609194,-2.7306354,-0.98939216,0.98609734,0.12614278,-0.5868056,-0.2972503,-0.46539947,-0.47359088,-0.40385756,-0.5083846,1.0797508,0.12266679,-2.8444183,2.126248,1.3678623,-2.842239,2.0395367,1.8021953,-2.8389356
1.4078702,2.7427382,-0.99106234,-0.013815241,1.9471292,0.68340594,-2.4777403,-1.0215408,0.8508222,0.14289488,-0.5859866,-0.2981025,-0.46381044,-0.47359005,-0.40516058,-0.5111257,1.2193406,0.3108055,-2.8432467,2.103253,1.564343,-2.8434567,2.0111537,1.7517704,-2.841875
0.85297734,2.2829366,-0.8480056,0.099438354,1.8582575,0.44979984,-2.0726454,-1.018738,0.6655208,0.2982674,-0.58394295,-0.29601336,-0.46591976,-0.4736835,-0.40418592,-0.50842774,1.4592361,0.66012084,-2.844228,2.0012033,1.683162,-2.8429747,1.9477521,1.733283,-2.8438435
0.32904714,1.8351552,-0.6614109,0.2853916,1.7060393,0.099181116,-1.5994023,-1.1429784,0.33611128,0.29833007,-0.58418775,-0.29763117,-0.46907893,-0.47370008,-0.40363374,-0.5079237,1.5356874,1.060029,-2.8428934,1.8733878,1.832274,-2.8428466,1.8712994,1.6333475,-2.842944
0.01508835,1.5778025,-0.5163274,0.18996923,1.913481,-0.21421736,-1.3300589,-1.1813108,0.11717895,0.47134793,-0.5838715,-0.29774642,-0.46749973,-0.47217414,-0.405183,-0.5081676,1.1886427,1.1008945,-2.843446,1.6292149,1.7740691,-2.844147,1.7825643,1.4818199,-2.8451066
